,internship_id,title,skills,location,work_type,company,clean_description
1105887,1815027736007131,Product Designer,Industrial design principles CAD and 3D modeling Prototyping and testing,Torshavn,Intern,Albertsons,"An Industrial Designer creates and improves product designs, focusing on aesthetics, functionality, and user experience to produce innovative and marketable products."
1490981,80396783798300,Product Designer,Industrial design principles CAD and 3D modeling Prototyping and testing,Mogadishu,Intern,Industrial and Commercial Bank of China (ICBC),"An Industrial Designer creates and improves product designs, focusing on aesthetics, functionality, and user experience to produce innovative and marketable products."
212101,2910092504561563,Product Designer,Industrial design principles CAD and 3D modeling Prototyping and testing,Seoul,Intern,NMDC Limited,"An Industrial Designer creates and improves product designs, focusing on aesthetics, functionality, and user experience to produce innovative and marketable products."
535855,3098094792610039,Product Manager,Product management principles Technical background Agile development methodologies Product roadmap planning Market research and analysis Stakeholder communication Problem-solving skills,Kabul,Intern,AGCO,"Technical Product Managers oversee the development and enhancement of technical products. They define product requirements, prioritize features, collaborate with development teams, and ensure the product aligns with the companys strategic goals and market needs."
1313201,120238583925551,Product Manager,Product management principles Technical background Agile development methodologies Product roadmap planning Market research and analysis Stakeholder communication Problem-solving skills,Saint George's,Intern,Arrow Electronics,"Technical Product Managers oversee the development and enhancement of technical products. They define product requirements, prioritize features, collaborate with development teams, and ensure the product aligns with the companys strategic goals and market needs."
821703,2395989829073317,Product Manager,Agile product development Scrum or Kanban frameworks Backlog management User story writing Prioritization techniques Collaboration with development teams Product vision and strategy,Torshavn,Intern,State Farm Insurance,"Agile Product Owners work closely with development teams in Agile environments. They define and prioritize product backlog items, communicate the product vision, and ensure that the product increments delivered align with customer needs and project objectives."
702523,1349328918820712,Product Manager,Agile product development Scrum or Kanban frameworks Backlog management User story writing Prioritization techniques Collaboration with development teams Product vision and strategy,Kampala,Intern,Applied Materials,"Agile Product Owners work closely with development teams in Agile environments. They define and prioritize product backlog items, communicate the product vision, and ensure that the product increments delivered align with customer needs and project objectives."
134261,1162154379355406,Product Manager,Agile product development Scrum or Kanban frameworks Backlog management User story writing Prioritization techniques Collaboration with development teams Product vision and strategy,Oslo,Intern,Shriram Transport Finance Company,"Agile Product Owners work closely with development teams in Agile environments. They define and prioritize product backlog items, communicate the product vision, and ensure that the product increments delivered align with customer needs and project objectives."
62552,63850818861312,Product Manager,Product management principles Technical background Agile development methodologies Product roadmap planning Market research and analysis Stakeholder communication Problem-solving skills,Tripoli,Intern,CF Industries Holdings,"Technical Product Managers oversee the development and enhancement of technical products. They define product requirements, prioritize features, collaborate with development teams, and ensure the product aligns with the companys strategic goals and market needs."
230083,1070850193235141,Product Manager,Product management principles Technical background Agile development methodologies Product roadmap planning Market research and analysis Stakeholder communication Problem-solving skills,Nuku?alofa,Intern,IQVIA Holdings,"Technical Product Managers oversee the development and enhancement of technical products. They define product requirements, prioritize features, collaborate with development teams, and ensure the product aligns with the companys strategic goals and market needs."
